county,ward,office,district,total votes,party,candidate,votes
Eau Claire,City Of Eau Claire Ward 33,State Superintendent Of Public Instruction,,22,Non-Partisan,Tony Evers,7
Eau Claire,City Of Eau Claire Ward 34,State Superintendent Of Public Instruction,,20,Non-Partisan,Tony Evers,5
Eau Claire,City Of Eau Claire Ward 35,State Superintendent Of Public Instruction,,7,Non-Partisan,Tony Evers,0
Eau Claire,City Of Eau Claire Ward 36,State Superintendent Of Public Instruction,,52,Non-Partisan,Tony Evers,13
Eau Claire,City Of Eau Claire Ward 37,State Superintendent Of Public Instruction,,54,Non-Partisan,Tony Evers,14
Eau Claire,City Of Eau Claire Ward 38,State Superintendent Of Public Instruction,,43,Non-Partisan,Tony Evers,13
Eau Claire,City Of Eau Claire Ward 39,State Superintendent Of Public Instruction,,36,Non-Partisan,Tony Evers,13
Florence,Town Of Aurora Wards 1 - 3,State Superintendent Of Public Instruction,,35,Non-Partisan,Tony Evers,19
Florence,Town Of Commonwealth Wards 1 - 3,State Superintendent Of Public Instruction,,11,Non-Partisan,Tony Evers,8
Florence,Town Of Fence,State Superintendent Of Public Instruction,,16,Non-Partisan,Tony Evers,3
Florence,Town Of Fern,State Superintendent Of Public Instruction,,15,Non-Partisan,Tony Evers,8
Florence,Town Of Florence Wards 1 - 7,State Superintendent Of Public Instruction,,44,Non-Partisan,Tony Evers,19
Florence,Town Of Homestead,State Superintendent Of Public Instruction,,8,Non-Partisan,Tony Evers,4
Florence,Town Of Long Lake,State Superintendent Of Public Instruction,,14,Non-Partisan,Tony Evers,6
Florence,Town Of Tipler,State Superintendent Of Public Instruction,,15,Non-Partisan,Tony Evers,5
Fond Du Lac,Town Of Alto Wards 1 & 2,State Superintendent Of Public Instruction,,286,Non-Partisan,Tony Evers,95
Fond Du Lac,Town Of Ashford Wards 1 - 3,State Superintendent Of Public Instruction,,36,Non-Partisan,Tony Evers,11
Fond Du Lac,Town Of Auburn Wards 1 - 3,State Superintendent Of Public Instruction,,54,Non-Partisan,Tony Evers,7
Fond Du Lac,Town Of Byron Wards 1 & 2,State Superintendent Of Public Instruction,,67,Non-Partisan,Tony Evers,23
Fond Du Lac,Town Of Calumet Wards 1 & 2,State Superintendent Of Public Instruction,,67,Non-Partisan,Tony Evers,4
Fond Du Lac,Town Of Eden,State Superintendent Of Public Instruction,,35,Non-Partisan,Tony Evers,9
Fond Du Lac,Town Of Eldorado Wards 1 - 3,State Superintendent Of Public Instruction,,30,Non-Partisan,Tony Evers,11
Fond Du Lac,Town Of Empire Wards 1 - 3,State Superintendent Of Public Instruction,,103,Non-Partisan,Tony Evers,36
Fond Du Lac,Town Of Fond Du Lac Wards 1 - 3,State Superintendent Of Public Instruction,,78,Non-Partisan,Tony Evers,27
Fond Du Lac,Town Of Forest Wards 1 & 2,State Superintendent Of Public Instruction,,37,Non-Partisan,Tony Evers,6
Fond Du Lac,Town Of Friendship Wards 1 - 4,State Superintendent Of Public Instruction,,41,Non-Partisan,Tony Evers,18
Fond Du Lac,Town Of Lamartine Wards 1 - 3,State Superintendent Of Public Instruction,,54,Non-Partisan,Tony Evers,22
Fond Du Lac,Town Of Marshfield Wards 1 & 2,State Superintendent Of Public Instruction,,41,Non-Partisan,Tony Evers,21
Fond Du Lac,Town Of Metomen,State Superintendent Of Public Instruction,,23,Non-Partisan,Tony Evers,12
Fond Du Lac,Town Of Oakfield,State Superintendent Of Public Instruction,,34,Non-Partisan,Tony Evers,26
Fond Du Lac,Town Of Osceola Wards 1 & 2,State Superintendent Of Public Instruction,,69,Non-Partisan,Tony Evers,9
Fond Du Lac,Town Of Ripon Wards 1 & 2,State Superintendent Of Public Instruction,,37,Non-Partisan,Tony Evers,16
Fond Du Lac,Town Of Rosendale,State Superintendent Of Public Instruction,,20,Non-Partisan,Tony Evers,10
Fond Du Lac,Town Of Springvale,State Superintendent Of Public Instruction,,48,Non-Partisan,Tony Evers,11
Fond Du Lac,Town Of Taycheedah Wards 1 - 5,State Superintendent Of Public Instruction,,121,Non-Partisan,Tony Evers,46
Fond Du Lac,Town Of Waupun Wards 1 & 2,State Superintendent Of Public Instruction,,341,Non-Partisan,Tony Evers,124
Fond Du Lac,Village Of Brandon,State Superintendent Of Public Instruction,,40,Non-Partisan,Tony Evers,15
Fond Du Lac,Village Of Campbellsport Wards 1 - 4,State Superintendent Of Public Instruction,,63,Non-Partisan,Tony Evers,25
Fond Du Lac,Village Of Eden,State Superintendent Of Public Instruction,,24,Non-Partisan,Tony Evers,8
Fond Du Lac,Village Of Fairwater,State Superintendent Of Public Instruction,,11,Non-Partisan,Tony Evers,8
Fond Du Lac,Village Of Kewaskum Ward 5,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,Village Of Mount Calvary,State Superintendent Of Public Instruction,,56,Non-Partisan,Tony Evers,24
Fond Du Lac,Village Of North Fond Du Lac Wards 1 - 7,State Superintendent Of Public Instruction,,242,Non-Partisan,Tony Evers,83
Fond Du Lac,Village Of Oakfield Wards 1 & 2,State Superintendent Of Public Instruction,,75,Non-Partisan,Tony Evers,53
Fond Du Lac,Village Of Rosendale,State Superintendent Of Public Instruction,,38,Non-Partisan,Tony Evers,18
Fond Du Lac,Village Of St Cloud,State Superintendent Of Public Instruction,,30,Non-Partisan,Tony Evers,13
Fond Du Lac,City Of Fond Du Lac Ward 1,State Superintendent Of Public Instruction,,54,Non-Partisan,Tony Evers,29
Fond Du Lac,City Of Fond Du Lac Ward 2,State Superintendent Of Public Instruction,,163,Non-Partisan,Tony Evers,66
Fond Du Lac,City Of Fond Du Lac Ward 3,State Superintendent Of Public Instruction,,71,Non-Partisan,Tony Evers,26
Fond Du Lac,City Of Fond Du Lac Ward 4,State Superintendent Of Public Instruction,,77,Non-Partisan,Tony Evers,25
Fond Du Lac,City Of Fond Du Lac Ward 5,State Superintendent Of Public Instruction,,76,Non-Partisan,Tony Evers,34
Fond Du Lac,City Of Fond Du Lac Ward 6,State Superintendent Of Public Instruction,,74,Non-Partisan,Tony Evers,28
Fond Du Lac,City Of Fond Du Lac Ward 7,State Superintendent Of Public Instruction,,70,Non-Partisan,Tony Evers,21
Fond Du Lac,City Of Fond Du Lac Ward 8,State Superintendent Of Public Instruction,,108,Non-Partisan,Tony Evers,45
Fond Du Lac,City Of Fond Du Lac Ward 9,State Superintendent Of Public Instruction,,197,Non-Partisan,Tony Evers,83
Fond Du Lac,City Of Fond Du Lac Ward 10,State Superintendent Of Public Instruction,,172,Non-Partisan,Tony Evers,52
Fond Du Lac,City Of Fond Du Lac Ward 11,State Superintendent Of Public Instruction,,190,Non-Partisan,Tony Evers,67
Fond Du Lac,City Of Fond Du Lac Ward 12,State Superintendent Of Public Instruction,,150,Non-Partisan,Tony Evers,51
Fond Du Lac,City Of Fond Du Lac Ward 13,State Superintendent Of Public Instruction,,166,Non-Partisan,Tony Evers,68
Fond Du Lac,City Of Fond Du Lac Ward 14,State Superintendent Of Public Instruction,,155,Non-Partisan,Tony Evers,43
Fond Du Lac,City Of Fond Du Lac Ward 15,State Superintendent Of Public Instruction,,138,Non-Partisan,Tony Evers,36
Fond Du Lac,City Of Fond Du Lac Ward 16,State Superintendent Of Public Instruction,,20,Non-Partisan,Tony Evers,8
Fond Du Lac,City Of Fond Du Lac Ward 17,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 18,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 19,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 20,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 21,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 22,State Superintendent Of Public Instruction,,2,Non-Partisan,Tony Evers,1
Fond Du Lac,City Of Fond Du Lac Ward 23,State Superintendent Of Public Instruction,,1,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 24,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 25,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 26,State Superintendent Of Public Instruction,,4,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 27,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 28,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 29,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 30,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 31,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 32,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 33,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 34,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 35,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 36,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 37,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 38,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Fond Du Lac Ward 39,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Fond Du Lac,City Of Ripon Wards 1 - 3,State Superintendent Of Public Instruction,,54,Non-Partisan,Tony Evers,27
Fond Du Lac,City Of Ripon Wards 4 - 6,State Superintendent Of Public Instruction,,50,Non-Partisan,Tony Evers,22
Fond Du Lac,City Of Ripon Wards 7 & 8,State Superintendent Of Public Instruction,,49,Non-Partisan,Tony Evers,26
Fond Du Lac,City Of Ripon Wards 9 - 11,State Superintendent Of Public Instruction,,50,Non-Partisan,Tony Evers,26
Fond Du Lac,City Of Waupun Wards 9 - 12,State Superintendent Of Public Instruction,,713,Non-Partisan,Tony Evers,263
Forest,Town Of Alvin Wards 1 & 2,State Superintendent Of Public Instruction,,8,Non-Partisan,Tony Evers,1
Forest,Town Of Argonne Wards 1 & 2,State Superintendent Of Public Instruction,,5,Non-Partisan,Tony Evers,5
Forest,Town Of Armstrong Creek,State Superintendent Of Public Instruction,,21,Non-Partisan,Tony Evers,5
Forest,Town Of Blackwell,State Superintendent Of Public Instruction,,7,Non-Partisan,Tony Evers,2
Forest,Town Of Caswell,State Superintendent Of Public Instruction,,10,Non-Partisan,Tony Evers,5
Forest,Town Of Crandon Wards 1 & 2,State Superintendent Of Public Instruction,,18,Non-Partisan,Tony Evers,6
Forest,Town Of Freedom,State Superintendent Of Public Instruction,,18,Non-Partisan,Tony Evers,11
Forest,Town Of Hiles,State Superintendent Of Public Instruction,,24,Non-Partisan,Tony Evers,12
Forest,Town Of Laona Wards 1 - 3,State Superintendent Of Public Instruction,,41,Non-Partisan,Tony Evers,12
Forest,Town Of Lincoln Wards 1 - 3,State Superintendent Of Public Instruction,,30,Non-Partisan,Tony Evers,6
Forest,Town Of Nashville Ward 1,State Superintendent Of Public Instruction,,6,Non-Partisan,Tony Evers,1
Forest,Town Of Nashville Ward 2,State Superintendent Of Public Instruction,,21,Non-Partisan,Tony Evers,6
Forest,Town Of Nashville Ward 3,State Superintendent Of Public Instruction,,4,Non-Partisan,Tony Evers,1
Forest,Town Of Nashville Ward 4,State Superintendent Of Public Instruction,,0,Non-Partisan,Tony Evers,0
Forest,Town Of Popple River,State Superintendent Of Public Instruction,,7,Non-Partisan,Tony Evers,3
Forest,Town Of Ross,State Superintendent Of Public Instruction,,8,Non-Partisan,Tony Evers,0
Forest,Town Of Wabeno Wards 1 - 5,State Superintendent Of Public Instruction,,27,Non-Partisan,Tony Evers,8
Forest,City Of Crandon Wards 1 - 4,State Superintendent Of Public Instruction,,341,Non-Partisan,Tony Evers,64
Grant,Town Of Beetown,State Superintendent Of Public Instruction,,7,Non-Partisan,Tony Evers,4
Grant,Town Of Bloomington Wards 1 & 2,State Superintendent Of Public Instruction,,12,Non-Partisan,Tony Evers,4
Grant,Town Of Boscobel Wards 1 & 2,State Superintendent Of Public Instruction,,11,Non-Partisan,Tony Evers,4
Grant,Town Of Cassville Wards 1 & 2,State Superintendent Of Public Instruction,,6,Non-Partisan,Tony Evers,3
Grant,Town Of Castle Rock,State Superintendent Of Public Instruction,,30,Non-Partisan,Tony Evers,8
Grant,Town Of Clifton,State Superintendent Of Public Instruction,,17,Non-Partisan,Tony Evers,5
Grant,Town Of Ellenboro Wards 1 & 2,State Superintendent Of Public Instruction,,9,Non-Partisan,Tony Evers,6
Grant,Town Of Fennimore Wards 1 & 2,State Superintendent Of Public Instruction,,11,Non-Partisan,Tony Evers,8
Grant,Town Of Glen Haven,State Superintendent Of Public Instruction,,14,Non-Partisan,Tony Evers,4
Grant,Town Of Harrison,State Superintendent Of Public Instruction,,17,Non-Partisan,Tony Evers,11
Grant,Town Of Hazel Green Wards 1 & 2,State Superintendent Of Public Instruction,,16,Non-Partisan,Tony Evers,3
Grant,Town Of Hickory Grove Wards 1 & 2,State Superintendent Of Public Instruction,,19,Non-Partisan,Tony Evers,7
Grant,Town Of Jamestown Wards 1 - 3,State Superintendent Of Public Instruction,,28,Non-Partisan,Tony Evers,13
Grant,Town Of Liberty,State Superintendent Of Public Instruction,,23,Non-Partisan,Tony Evers,8
Grant,Town Of Lima,State Superintendent Of Public Instruction,,17,Non-Partisan,Tony Evers,6
Grant,Town Of Little Grant,State Superintendent Of Public Instruction,,5,Non-Partisan,Tony Evers,0
Grant,Town Of Marion,State Superintendent Of Public Instruction,,10,Non-Partisan,Tony Evers,3
Grant,Town Of Millville,State Superintendent Of Public Instruction,,9,Non-Partisan,Tony Evers,3
Grant,Town Of Mount Hope Wards 1 & 2,State Superintendent Of Public Instruction,,9,Non-Partisan,Tony Evers,4
Grant,Town Of Mount Ida,State Superintendent Of Public Instruction,,18,Non-Partisan,Tony Evers,11
Grant,Town Of Muscoda Wards 1 & 2,State Superintendent Of Public Instruction,,27,Non-Partisan,Tony Evers,9
Grant,Town Of North Lancaster,State Superintendent Of Public Instruction,,11,Non-Partisan,Tony Evers,4
Grant,Town Of Paris Wards 1 & 2,State Superintendent Of Public Instruction,,12,Non-Partisan,Tony Evers,5
Grant,Town Of Patch Grove Wards 1 & 2,State Superintendent Of Public Instruction,,4,Non-Partisan,Tony Evers,1
Grant,Town Of Platteville Wards 1 & 2,State Superintendent Of Public Instruction,,30,Non-Partisan,Tony Evers,16
Grant,Town Of Potosi Wards 1 & 2,State Superintendent Of Public Instruction,,5,Non-Partisan,Tony Evers,2
Grant,Town Of Smelser Wards 1 & 2,State Superintendent Of Public Instruction,,20,Non-Partisan,Tony Evers,7
Grant,Town Of South Lancaster Wards 1 - 3,State Superintendent Of Public Instruction,,5,Non-Partisan,Tony Evers,2
Grant,Town Of Waterloo,State Superintendent Of Public Instruction,,4,Non-Partisan,Tony Evers,4
Grant,Town Of Watterstown,State Superintendent Of Public Instruction,,16,Non-Partisan,Tony Evers,7
Grant,Town Of Wingville,State Superintendent Of Public Instruction,,10,Non-Partisan,Tony Evers,2
Grant,Town Of Woodman,State Superintendent Of Public Instruction,,8,Non-Partisan,Tony Evers,5
Grant,Town Of Wyalusing,State Superintendent Of Public Instruction,,12,Non-Partisan,Tony Evers,3
Grant,Village Of Bagley,State Superintendent Of Public Instruction,,19,Non-Partisan,Tony Evers,9
Grant,Village Of Bloomington,State Superintendent Of Public Instruction,,30,Non-Partisan,Tony Evers,8
Grant,Village Of Blue River,State Superintendent Of Public Instruction,,43,Non-Partisan,Tony Evers,19
Grant,Village Of Cassville Wards 1 & 2,State Superintendent Of Public Instruction,,108,Non-Partisan,Tony Evers,34
Grant,Village Of Dickeyville Wards 1 & 2,State Superintendent Of Public Instruction,,19,Non-Partisan,Tony Evers,4
Grant,Village Of Hazel Green Wards 1 & 2,State Superintendent Of Public Instruction,,25,Non-Partisan,Tony Evers,16
Grant,Village Of Livingston Ward 1,State Superintendent Of Public Instruction,,22,Non-Partisan,Tony Evers,9
Grant,Village Of Montfort Ward 1,State Superintendent Of Public Instruction,,15,Non-Partisan,Tony Evers,5
Grant,Village Of Mount Hope Wards 1 & 2,State Superintendent Of Public Instruction,,7,Non-Partisan,Tony Evers,3
Grant,Village Of Muscoda Wards 1 & 2,State Superintendent Of Public Instruction,,144,Non-Partisan,Tony Evers,75
Grant,Village Of Patch Grove Wards 1 & 2,State Superintendent Of Public Instruction,,6,Non-Partisan,Tony Evers,2
Grant,Village Of Potosi,State Superintendent Of Public Instruction,,23,Non-Partisan,Tony Evers,14
Grant,Village Of Tennyson,State Superintendent Of Public Instruction,,10,Non-Partisan,Tony Evers,3
Grant,Village Of Woodman,State Superintendent Of Public Instruction,,4,Non-Partisan,Tony Evers,0
Grant,City Of Boscobel Wards 1 - 4,State Superintendent Of Public Instruction,,42,Non-Partisan,Tony Evers,26
Grant,City Of Cuba City Wards 1 - 5,State Superintendent Of Public Instruction,,49,Non-Partisan,Tony Evers,12
Grant,City Of Fennimore Wards 1 - 6,State Superintendent Of Public Instruction,,64,Non-Partisan,Tony Evers,27
Grant,City Of Lancaster Wards 1 - 8,State Superintendent Of Public Instruction,,82,Non-Partisan,Tony Evers,28
Grant,City Of Platteville Wards 1 - 4,State Superintendent Of Public Instruction,,69,Non-Partisan,Tony Evers,37
Grant,City Of Platteville Wards 5 - 7,State Superintendent Of Public Instruction,,45,Non-Partisan,Tony Evers,25
Grant,City Of Platteville Wards 8 - 10,State Superintendent Of Public Instruction,,28,Non-Partisan,Tony Evers,16
Grant,City Of Platteville Wards 11 - 13,State Superintendent Of Public Instruction,,65,Non-Partisan,Tony Evers,36
